Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
AGRIN_TIMP2,TIMP2_KPYM,0.82407,1.0,0.06522,1.0,0.5567,0.0101
AGRIN_TIMP2,HSPB1_AGRIN,0.82249,1.0,0.03846,1.0,0.5098,0.08081
KPYM_TIMP2,TIMP2_AGRIN,0.82206,1.0,0.06522,1.0,0.5567,0.0101
HSPB1_TIMP2,TIMP2_CLIC1,0.81967,1.0,0.13208,1.0,0.53061,0.0101
HSPB1_CLIC1,TIMP2_HSPB1,0.81967,1.0,0.01887,1.0,0.5,0.06061
KPYM_CLIC1,PERM_TIMP2,0.81898,1.0,0.1087,1.0,0.55914,0.0101
HSPB1_PERM,CLIC1_TIMP2,0.81849,1.0,0.01887,1.0,0.4902,0.0404
MMP9_TIMP2,CLIC1_HSPB1,0.81777,1.0,0.04762,1.0,0.56522,0.52525
MMP9_CLIC1,TIMP2_AGRIN,0.81534,1.0,0.02273,1.0,0.56566,0.0202
AGRIN_HSPB1,TIMP2_HSPB1,0.81472,1.0,0.11538,1.0,0.53061,0.0101
MMP9_TIMP2,TIMP2_AGRIN,0.81429,1.0,0.06667,1.0,0.57143,0.0101
AGRIN_TIMP2,HSPB1_TIMP2,0.81398,1.0,0.01923,1.0,0.50485,0.13131
TIMP2_MMP9,CLIC1_KPYM,0.81281,1.0,0.02703,1.0,0.6,0.0101
AGRIN_HSPB1,TIMP2_AGRIN,0.8125,1.0,0.01923,1.0,0.50485,0.0101
MMP9_HSPB1,TIMP2_CLIC1,0.81227,1.0,0.02381,1.0,0.55914,0.0101
PERM_HSPB1,TIMP2_AGRIN,0.81192,1.0,0.01923,1.0,0.49505,0.0101
MMP9_HSPB1,TIMP2_AGRIN,0.80998,1.0,0.02381,1.0,0.55914,0.12121
MMP9_TIMP2,PERM_CLIC1,0.80934,1.0,0.02273,1.0,0.5567,0.0303
AGRIN_PIGR,TIMP2_PIGR,0.80918,1.0,0.02222,1.0,0.51111,0.0101
MMP9_AGRIN,TIMP2_CLIC1,0.80844,1.0,0.11364,1.0,0.58947,0.0101
AGRIN_HSPB1,HSPB1_TIMP2,0.80843,1.0,0.01923,1.0,0.50485,0.51515
KPYM_TIMP2,TIMP2_CLIC1,0.80837,1.0,0.1087,1.0,0.56842,0.0101
HSPB1_TIMP2,TIMP2_AGRIN,0.80806,1.0,0.05769,1.0,0.51485,0.0101
PERM_PIGR,TIMP2_CLIC1,0.80606,1.0,0.11111,1.0,0.52381,0.0101
KPYM_CLIC1,CLIC1_TIMP2,0.80596,1.0,0.08696,1.0,0.5625,0.0101
TIMP2_KPYM,CLIC1_TIMP2,0.80435,1.0,0.06522,1.0,0.5567,0.0101
AGRIN_TIMP2,PIGR_CLIC1,0.80336,1.0,0.02273,1.0,0.51685,0.07071
AGRIN_TIMP2,HSPB1_KPYM,0.80318,1.0,0.02273,1.0,0.53763,0.07071
TIMP2_MMP9,CLIC1_HSPB1,0.80311,1.0,0.02381,1.0,0.55914,0.0101
PERM_PIGR,TIMP2_AGRIN,0.80303,1.0,0.02222,1.0,0.5,0.0101
AGRIN_CLIC1,TIMP2_AGRIN,0.80227,1.0,0.03636,1.0,0.51376,0.0101
PERM_TIMP2,PIGR_CLIC1,0.80202,1.0,0.02222,1.0,0.5,0.0101
MMP9_TIMP2,HSPB1_CLIC1,0.80174,1.0,0.02381,1.0,0.55914,0.09091
AGRIN_KPYM,TIMP2_CLIC1,0.80113,1.0,0.13043,1.0,0.57447,0.0101
MMP9_TIMP2,KPYM_CLIC1,0.8003,1.0,0.05405,1.0,0.60674,0.0101
AGRIN_PERM,TIMP2_MMP9,0.79835,0.98148,0.02222,0.5,0.54639,0.0101
AGRIN_PIGR,TIMP2_CLIC1,0.79792,1.0,0.09091,1.0,0.53488,0.0101
AGRIN_TIMP2,HSPB1_PERM,0.79692,1.0,0.01923,1.0,0.49505,0.07071
AGRIN_TIMP2,HSPB1_MMP9,0.7967,1.0,0.04762,1.0,0.56522,0.11111
TIMP2_CLIC1,CLIC1_PIGR,0.79614,1.0,0.11111,1.0,0.53488,0.0101
KPYM_CLIC1,TIMP2_PERM,0.79599,1.0,0.02174,1.0,0.53608,0.0101
TIMP2_AGRIN,CLIC1_PERM,0.79562,1.0,0.05455,1.0,0.50943,0.0101
AGRIN_TIMP2,PIGR_PERM,0.79495,1.0,0.04444,1.0,0.50575,0.0202
TIMP2_MMP9,CLIC1_PIGR,0.79469,1.0,0.05556,1.0,0.575,0.0101
MMP9_TIMP2,CLIC1_PIGR,0.79408,1.0,0.02778,1.0,0.5679,0.52525
PIGR_MMP9,CLIC1_TIMP2,0.79348,1.0,0.02778,1.0,0.5679,0.12121
AGRIN_PIGR,TIMP2_PERM,0.79242,1.0,0.08889,1.0,0.51765,0.0101
MMP9_TIMP2,PIGR_CLIC1,0.79167,1.0,0.02778,1.0,0.5679,0.08081
TIMP2_CLIC1,CLIC1_AGRIN,0.79123,1.0,0.10909,1.0,0.53333,0.0101
PIGR_HSPB1,TIMP2_CLIC1,0.7907,1.0,0.09524,1.0,0.53086,0.0101
KPYM_HSPB1,TIMP2_CLIC1,0.79045,1.0,0.04545,1.0,0.54348,0.0101
PERM_CLIC1,TIMP2_MMP9,0.7904,1.0,0.02273,1.0,0.5567,0.10101
PIGR_PERM,CLIC1_TIMP2,0.7899,1.0,0.02222,1.0,0.5,0.0202
MMP9_KPYM,TIMP2_KPYM,0.78979,1.0,0.05405,1.0,0.60674,0.0101
KPYM_TIMP2,TIMP2_PERM,0.78972,1.0,0.13043,1.0,0.56522,0.0101
PERM_KPYM,TIMP2_KPYM,0.78972,1.0,0.08696,1.0,0.55319,0.0101
TIMP2_PERM,CLIC1_AGRIN,0.78956,1.0,0.12727,1.0,0.52941,0.0101
TIMP2_AGRIN,CLIC1_PIGR,0.78953,1.0,0.02273,1.0,0.51685,0.0101
HSPB1_TIMP2,TIMP2_PERM,0.78943,1.0,0.11321,1.0,0.51546,0.0101
PIGR_TIMP2,TIMP2_CLIC1,0.78937,1.0,0.11111,1.0,0.53488,0.0101
PERM_TIMP2,TIMP2_KPYM,0.78763,1.0,0.06522,1.0,0.54737,0.0101
PERM_KPYM,TIMP2_AGRIN,0.78721,1.0,0.06522,1.0,0.54737,0.0101
KPYM_MMP9,TIMP2_MMP9,0.78679,1.0,0.05405,1.0,0.60674,0.0101
MMP9_KPYM,TIMP2_AGRIN,0.78629,1.0,0.02703,1.0,0.6,0.0101
KPYM_PERM,TIMP2_PERM,0.78554,1.0,0.15217,1.0,0.57143,0.0101
PIGR_TIMP2,TIMP2_AGRIN,0.78551,1.0,0.02222,1.0,0.51111,0.0101
MMP9_CLIC1,AGRIN_TIMP2,0.78409,1.0,0.02273,1.0,0.56566,0.05051
PERM_HSPB1,CLIC1_TIMP2,0.78377,1.0,0.01887,1.0,0.4902,0.41414
KPYM_TIMP2,TIMP2_MMP9,0.78328,1.0,0.02703,1.0,0.6,0.0101
KPYM_TIMP2,HSPB1_CLIC1,0.78318,1.0,0.02273,1.0,0.53763,0.0101
PERM_TIMP2,PIGR_AGRIN,0.78283,1.0,0.04444,1.0,0.50575,0.0404
MMP9_PERM,TIMP2_CLIC1,0.78157,1.0,0.11364,1.0,0.58065,0.0101
TIMP2_KPYM,CLIC1_HSPB1,0.78136,1.0,0.04545,1.0,0.54348,0.0101
PERM_HSPB1,TIMP2_KPYM,0.78125,1.0,0.04545,1.0,0.53333,0.0101
HSPB1_AGRIN,TIMP2_AGRIN,0.78033,1.0,0.05769,1.0,0.51485,0.0101
HSPB1_AGRIN,PERM_TIMP2,0.77962,1.0,0.01923,1.0,0.49505,0.12121
KPYM_HSPB1,TIMP2_AGRIN,0.77955,1.0,0.02273,1.0,0.53763,0.0101
AGRIN_TIMP2,PIGR_MMP9,0.77908,1.0,0.02703,1.0,0.56098,0.15152
KPYM_MMP9,CLIC1_TIMP2,0.77878,0.98148,0.02703,0.5,0.59551,0.19192
MMP9_CLIC1,TIMP2_PERM,0.7782,1.0,0.02273,1.0,0.5567,0.0202
KPYM_TIMP2,HSPB1_AGRIN,0.77818,1.0,0.02273,1.0,0.53763,0.09091
KPYM_CLIC1,TIMP2_CLIC1,0.77818,1.0,0.04348,1.0,0.55102,0.0101
KPYM_PERM,TIMP2_MMP9,0.77807,1.0,0.02703,1.0,0.59091,0.0202
TIMP2_PIGR,CLIC1_PIGR,0.77778,1.0,0.02222,1.0,0.51111,0.0303
PIGR_CLIC1,CLIC1_TIMP2,0.77729,1.0,0.02222,1.0,0.51111,0.0101
PIGR_HSPB1,TIMP2_AGRIN,0.77708,0.97674,0.02439,0.5,0.5122,0.14141
HSPB1_TIMP2,TIMP2_MMP9,0.77701,1.0,0.02381,1.0,0.55914,0.0101
PIGR_HSPB1,TIMP2_PERM,0.777,1.0,0.02381,1.0,0.5,0.0101
AGRIN_PERM,TIMP2_AGRIN,0.77679,1.0,0.05357,1.0,0.50467,0.0101
KPYM_CLIC1,TIMP2_MMP9,0.77628,1.0,0.02703,1.0,0.6,0.15152
HSPB1_CLIC1,TIMP2_PIGR,0.77519,1.0,0.02381,1.0,0.5119,0.30303
MMP9_TIMP2,TIMP2_KPYM,0.77477,1.0,0.05405,1.0,0.60674,0.0101
KPYM_MMP9,AGRIN_TIMP2,0.77427,0.98148,0.02703,0.5,0.59551,0.22222
HSPB1_CLIC1,TIMP2_AGRIN,0.7733,1.0,0.01923,1.0,0.50485,0.0101
PIGR_AGRIN,CLIC1_TIMP2,0.77322,0.97826,0.02273,0.5,0.51136,0.13131
HSPB1_KPYM,TIMP2_CLIC1,0.77318,1.0,0.09091,1.0,0.55556,0.0101
MMP9_AGRIN,TIMP2_AGRIN,0.77302,1.0,0.04444,1.0,0.56566,0.0101
PIGR_AGRIN,TIMP2_AGRIN,0.77295,1.0,0.02222,1.0,0.51111,0.0101
HSPB1_PERM,TIMP2_AGRIN,0.77269,1.0,0.03846,1.0,0.5,0.0101
AGRIN_PIGR,TIMP2_AGRIN,0.77246,1.0,0.02222,1.0,0.51111,0.0101
MMP9_HSPB1,TIMP2_MMP9,0.77244,1.0,0.02381,1.0,0.55914,0.10101
MMP9_PIGR,CLIC1_TIMP2,0.77234,1.0,0.02778,1.0,0.5679,0.47475
TIMP2_CLIC1,CLIC1_PERM,0.77216,1.0,0.125,1.0,0.52427,0.0101
HSPB1_PERM,TIMP2_CLIC1,0.7717,1.0,0.07547,1.0,0.50505,0.0101
TIMP2_MMP9,CLIC1_AGRIN,0.77151,1.0,0.02273,1.0,0.56566,0.0101
AGRIN_TIMP2,CLIC1_HSPB1,0.77108,1.0,0.01923,1.0,0.50485,0.50505
MMP9_HSPB1,CLIC1_TIMP2,0.77106,1.0,0.02381,1.0,0.55914,0.09091
AGRIN_TIMP2,PIGR_AGRIN,0.77101,1.0,0.02222,1.0,0.51111,0.10101
MMP9_PIGR,TIMP2_CLIC1,0.77053,1.0,0.05556,1.0,0.575,0.0101
KPYM_AGRIN,TIMP2_AGRIN,0.77053,1.0,0.04348,1.0,0.55102,0.0101
HSPB1_KPYM,TIMP2_AGRIN,0.77,1.0,0.04545,1.0,0.54348,0.0101
HSPB1_MMP9,TIMP2_MMP9,0.76969,0.98077,0.04762,0.66667,0.56044,0.0101
HSPB1_PIGR,TIMP2_PERM,0.76945,1.0,0.09524,1.0,0.51899,0.0101
PIGR_CLIC1,TIMP2_CLIC1,0.7686,1.0,0.08889,1.0,0.52874,0.0101
AGRIN_PERM,TIMP2_CLIC1,0.76768,1.0,0.09091,1.0,0.51923,0.0101
KPYM_HSPB1,TIMP2_PERM,0.76752,1.0,0.04545,1.0,0.53333,0.0101
AGRIN_HSPB1,TIMP2_PERM,0.76731,1.0,0.03846,1.0,0.5,0.0101
PIGR_PERM,CLIC1_HSPB1,0.76653,1.0,0.02273,1.0,0.50575,0.13131
KPYM_AGRIN,CLIC1_TIMP2,0.76651,1.0,0.02174,1.0,0.54545,0.11111
TIMP2_AGRIN,CLIC1_MMP9,0.76623,1.0,0.02273,1.0,0.56566,0.0101
MMP9_CLIC1,PERM_TIMP2,0.76599,1.0,0.02273,1.0,0.5567,0.0303
TIMP2_PERM,CLIC1_MMP9,0.76599,1.0,0.11364,1.0,0.58065,0.0101
AGRIN_PIGR,PERM_TIMP2,0.76566,1.0,0.02222,1.0,0.5,0.50505
PERM_MMP9,CLIC1_TIMP2,0.76557,1.0,0.02273,1.0,0.5567,0.08081
HSPB1_AGRIN,TIMP2_CLIC1,0.76553,1.0,0.09615,1.0,0.52525,0.0101
AGRIN_PIGR,CLIC1_TIMP2,0.76532,1.0,0.02273,1.0,0.51685,0.52525
PIGR_CLIC1,TIMP2_MMP9,0.7651,1.0,0.02778,1.0,0.5679,0.0303
MMP9_TIMP2,AGRIN_PIGR,0.76498,1.0,0.05405,1.0,0.5679,0.52525
HSPB1_CLIC1,TIMP2_CLIC1,0.76343,1.0,0.09434,1.0,0.52,0.0101
KPYM_TIMP2,PERM_TIMP2,0.76338,1.0,0.02174,1.0,0.53608,0.51515
HSPB1_KPYM,CLIC1_TIMP2,0.76227,1.0,0.02273,1.0,0.53763,0.06061
AGRIN_TIMP2,CLIC1_TIMP2,0.76169,1.0,0.01818,1.0,0.50909,0.48485
MMP9_CLIC1,CLIC1_TIMP2,0.76136,1.0,0.02273,1.0,0.56566,0.07071
AGRIN_TIMP2,PERM_MMP9,0.76132,1.0,0.02222,1.0,0.55102,0.12121
HSPB1_AGRIN,CLIC1_HSPB1,0.76124,0.98214,0.01852,0.5,0.50926,0.31313
KPYM_TIMP2,HSPB1_MMP9,0.76114,1.0,0.05714,1.0,0.60241,0.19192
MMP9_PERM,TIMP2_AGRIN,0.76049,1.0,0.04444,1.0,0.5567,0.0101
AGRIN_TIMP2,PERM_HSPB1,0.76038,1.0,0.01923,1.0,0.49505,0.37374
HSPB1_PIGR,TIMP2_CLIC1,0.76024,1.0,0.09524,1.0,0.53086,0.0101
MMP9_TIMP2,KPYM_TIMP2,0.75976,1.0,0.18919,1.0,0.64286,0.55556
KPYM_CLIC1,PIGR_PERM,0.75965,1.0,0.02632,1.0,0.54878,0.22222
AGRIN_HSPB1,PERM_TIMP2,0.75962,1.0,0.05769,1.0,0.50505,0.51515
HSPB1_PERM,TIMP2_PERM,0.75925,1.0,0.13208,1.0,0.52083,0.0101
PERM_HSPB1,TIMP2_PERM,0.75887,1.0,0.03774,1.0,0.49505,0.0101
AGRIN_TIMP2,PERM_CLIC1,0.75859,1.0,0.01818,1.0,0.5,0.08081
MMP9_TIMP2,PIGR_HSPB1,0.75855,0.97674,0.02941,0.5,0.56,0.42424
PERM_MMP9,TIMP2_CLIC1,0.758,1.0,0.11364,1.0,0.58065,0.0101
AGRIN_PIGR,TIMP2_MMP9,0.75734,1.0,0.02703,1.0,0.56098,0.0101
MMP9_TIMP2,TIMP2_HSPB1,0.75733,1.0,0.02381,1.0,0.55914,0.0101
KPYM_HSPB1,AGRIN_TIMP2,0.75727,1.0,0.02273,1.0,0.53763,0.21212
MMP9_PIGR,AGRIN_TIMP2,0.75676,1.0,0.02703,1.0,0.56098,0.46465
PIGR_TIMP2,TIMP2_MMP9,0.75676,1.0,0.02703,1.0,0.56098,0.0101
AGRIN_HSPB1,TIMP2_KPYM,0.75636,1.0,0.04545,1.0,0.54348,0.0101
MMP9_HSPB1,CLIC1_HSPB1,0.75609,1.0,0.02273,1.0,0.56566,0.0202
PERM_MMP9,TIMP2_AGRIN,0.75597,1.0,0.06667,1.0,0.5625,0.0101
MMP9_TIMP2,PIGR_AGRIN,0.75499,1.0,0.02703,1.0,0.56098,0.15152
KPYM_PERM,TIMP2_AGRIN,0.75376,1.0,0.04348,1.0,0.54167,0.0101
PERM_TIMP2,,0.75341,1.0,0.07018,1.0,0.50467,0.51515
TIMP2_PERM,,0.75341,1.0,0.05263,1.0,0.5,0.0101
PERM_TIMP2,TIMP2_PERM,0.75341,1.0,0.08772,1.0,0.50943,0.0101
AGRIN_HSPB1,HSPB1_CLIC1,0.75331,1.0,0.01852,1.0,0.51376,0.31313
KPYM_PIGR,CLIC1_TIMP2,0.75316,0.97727,0.02778,0.5,0.55128,0.52525
PIGR_CLIC1,TIMP2_PIGR,0.75314,1.0,0.02222,1.0,0.51111,0.10101
AGRIN_KPYM,TIMP2_AGRIN,0.75282,1.0,0.04348,1.0,0.55102,0.0101
HSPB1_CLIC1,PIGR_TIMP2,0.75249,1.0,0.02381,1.0,0.5119,0.0303
TIMP2_CLIC1,CLIC1_MMP9,0.75244,1.0,0.06818,1.0,0.57732,0.0101
HSPB1_TIMP2,TIMP2_KPYM,0.75227,1.0,0.04545,1.0,0.54348,0.0101
HSPB1_PIGR,TIMP2_AGRIN,0.75213,0.97674,0.02439,0.5,0.5122,0.08081
PIGR_MMP9,CLIC1_HSPB1,0.75181,1.0,0.05556,1.0,0.575,0.24242
KPYM_TIMP2,HSPB1_PERM,0.75095,1.0,0.02273,1.0,0.52747,0.14141
MMP9_TIMP2,AGRIN_CLIC1,0.75,1.0,0.02273,1.0,0.56566,0.06061
PIGR_TIMP2,TIMP2_PERM,0.75,1.0,0.08696,1.0,0.51163,0.0101
AGRIN_TIMP2,PIGR_HSPB1,0.74986,0.97674,0.02439,0.5,0.5122,0.28283
AGRIN_TIMP2,TIMP2_HSPB1,0.74963,1.0,0.01923,1.0,0.50485,0.0101
HSPB1_PERM,CLIC1_HSPB1,0.74949,1.0,0.03636,1.0,0.50467,0.27273
AGRIN_CLIC1,HSPB1_CLIC1,0.74835,0.98214,0.03704,0.66667,0.51402,0.37374
MMP9_HSPB1,TIMP2_PERM,0.7481,1.0,0.04762,1.0,0.55556,0.0303
TIMP2_HSPB1,CLIC1_TIMP2,0.74782,1.0,0.01887,1.0,0.5,0.0101
HSPB1_CLIC1,PERM_HSPB1,0.74781,1.0,0.01818,1.0,0.5,0.26263
HSPB1_CLIC1,PERM_CLIC1,0.74781,1.0,0.01818,1.0,0.5,0.30303
MMP9_PIGR,TIMP2_AGRIN,0.74736,1.0,0.02703,1.0,0.56098,0.0101
PERM_HSPB1,TIMP2_HSPB1,0.74642,1.0,0.03774,1.0,0.49505,0.0101
PIGR_AGRIN,TIMP2_PIGR,0.74638,0.97826,0.02222,0.5,0.50562,0.34343
MMP9_CLIC1,HSPB1_CLIC1,0.74594,1.0,0.02273,1.0,0.56566,0.45455
KPYM_HSPB1,CLIC1_HSPB1,0.74557,1.0,0.02174,1.0,0.54545,0.10101
KPYM_HSPB1,CLIC1_TIMP2,0.74545,1.0,0.02273,1.0,0.53763,0.24242
PERM_TIMP2,CLIC1_PIGR,0.74545,1.0,0.04444,1.0,0.50575,0.51515
HSPB1_PIGR,CLIC1_PIGR,0.74407,0.97826,0.02273,0.5,0.51136,0.17172
AGRIN_TIMP2,PIGR_TIMP2,0.74396,0.97826,0.02222,0.5,0.50562,0.21212
HSPB1_PERM,TIMP2_MMP9,0.74381,1.0,0.02381,1.0,0.54945,0.0101
KPYM_PERM,AGRIN_TIMP2,0.74373,1.0,0.02174,1.0,0.53608,0.16162
MMP9_HSPB1,AGRIN_TIMP2,0.74359,1.0,0.02381,1.0,0.55914,0.06061
HSPB1_CLIC1,,0.74318,1.0,0.01818,1.0,0.50909,0.29293
CLIC1_HSPB1,,0.74318,1.0,0.05455,1.0,0.51852,0.50505
HSPB1_CLIC1,CLIC1_HSPB1,0.74318,1.0,0.01818,1.0,0.50909,0.12121
MMP9_TIMP2,HSPB1_AGRIN,0.74267,1.0,0.02381,1.0,0.55914,0.25253
AGRIN_TIMP2,PIGR_KPYM,0.74242,1.0,0.02778,1.0,0.55696,0.13131
MMP9_KPYM,AGRIN_TIMP2,0.74124,1.0,0.02703,1.0,0.6,0.19192
HSPB1_KPYM,PERM_TIMP2,0.741,1.0,0.02273,1.0,0.52747,0.17172
MMP9_PIGR,TIMP2_PIGR,0.74089,1.0,0.02703,1.0,0.56098,0.07071
KPYM_TIMP2,,0.74074,1.0,0.04348,1.0,0.55102,0.51515
TIMP2_KPYM,,0.74074,1.0,0.02174,1.0,0.54545,0.0101
KPYM_TIMP2,TIMP2_KPYM,0.74074,1.0,0.06522,1.0,0.5567,0.0101
KPYM_CLIC1,CLIC1_HSPB1,0.74034,1.0,0.02174,1.0,0.54545,0.05051
MMP9_TIMP2,PERM_AGRIN,0.74033,1.0,0.02222,1.0,0.55102,0.11111
PERM_TIMP2,TIMP2_MMP9,0.74033,1.0,0.02222,1.0,0.55102,0.0202
TIMP2_PIGR,CLIC1_HSPB1,0.74031,1.0,0.02381,1.0,0.5119,0.11111
KPYM_PIGR,AGRIN_TIMP2,0.7399,0.97727,0.05556,0.66667,0.55844,0.51515
PERM_TIMP2,TIMP2_HSPB1,0.73962,1.0,0.01887,1.0,0.4902,0.0101
PIGR_KPYM,TIMP2_CLIC1,0.73927,1.0,0.08333,1.0,0.57143,0.0101
AGRIN_TIMP2,CLIC1_PIGR,0.73913,1.0,0.02273,1.0,0.51685,0.52525
MMP9_KPYM,CLIC1_TIMP2,0.73874,1.0,0.02703,1.0,0.6,0.26263
KPYM_AGRIN,AGRIN_TIMP2,0.73873,1.0,0.02174,1.0,0.54545,0.15152
KPYM_PERM,CLIC1_TIMP2,0.73871,1.0,0.02174,1.0,0.53608,0.09091
AGRIN_TIMP2,PERM_KPYM,0.73871,1.0,0.02174,1.0,0.53608,0.19192
PERM_CLIC1,TIMP2_KPYM,0.73871,1.0,0.04348,1.0,0.54167,0.0101
