Biomarker_1,Biomarker_2,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
Endometrial_thickness,CLIC1_MMP9,0.90617,0.23232,0.96610,0.62500,0.94595,0.73077,0.26263,0.94915,0.69643,0.92857,0.76712,0.51515,0.76271,0.94643,0.79104,0.93750
Endometrial_thickness,PERM_CLIC1,0.90527,0.24242,0.98305,0.62500,0.97222,0.73418,0.24242,0.98305,0.62500,0.97222,0.73418,0.49495,0.76271,0.91071,0.78462,0.90000
Endometrial_thickness,CLIC1_PERM,0.90527,0.24242,0.98305,0.62500,0.97222,0.73418,0.24242,0.98305,0.62500,0.97222,0.73418,0.49495,0.76271,0.91071,0.78462,0.90000
Endometrial_thickness,KPYM_PERM,0.90436,0.25253,0.96610,0.62500,0.94595,0.73077,0.26263,0.94915,0.66071,0.92500,0.74667,0.51515,0.74576,0.92857,0.77612,0.91667
Endometrial_thickness,PERM_KPYM,0.90436,0.25253,0.96610,0.62500,0.94595,0.73077,0.26263,0.94915,0.66071,0.92500,0.74667,0.51515,0.74576,0.92857,0.77612,0.91667
Endometrial_thickness,MMP9_KPYM,0.90375,0.22222,0.96610,0.58929,0.94286,0.71250,0.25253,0.94915,0.62500,0.92105,0.72727,0.51515,0.74576,0.94643,0.77941,0.93617
Endometrial_thickness,KPYM_MMP9,0.90375,0.22222,0.96610,0.58929,0.94286,0.71250,0.25253,0.94915,0.62500,0.92105,0.72727,0.51515,0.74576,0.94643,0.77941,0.93617
MMP9_TIMP2,KPYM_NGAL,0.90128,0.17172,0.96610,0.50877,0.93548,0.67059,0.20202,0.94915,0.57895,0.91667,0.70000,0.49495,0.84746,0.84211,0.84211,0.84746
MMP9_TIMP2,NGAL_KPYM,0.90128,0.17172,0.96610,0.50877,0.93548,0.67059,0.20202,0.94915,0.57895,0.91667,0.70000,0.49495,0.84746,0.84211,0.84211,0.84746
TIMP2_MMP9,KPYM_NGAL,0.90128,0.17172,0.96610,0.50877,0.93548,0.67059,0.20202,0.94915,0.57895,0.91667,0.70000,0.49495,0.84746,0.84211,0.84211,0.84746
TIMP2_MMP9,NGAL_KPYM,0.90128,0.17172,0.96610,0.50877,0.93548,0.67059,0.20202,0.94915,0.57895,0.91667,0.70000,0.49495,0.84746,0.84211,0.84211,0.84746
Endometrial_thickness,PERM_MVP,0.90073,0.24242,0.98305,0.57143,0.96970,0.70732,0.27273,0.94915,0.64286,0.92308,0.73684,0.36364,0.83051,0.80357,0.81818,0.81667
Endometrial_thickness,MVP_PERM,0.90073,0.24242,0.98305,0.57143,0.96970,0.70732,0.27273,0.94915,0.64286,0.92308,0.73684,0.36364,0.83051,0.80357,0.81818,0.81667
MMP9_PIGR,TIMP2_KPYM,0.90068,0.19192,0.96610,0.45614,0.92857,0.64773,0.20202,0.94915,0.49123,0.90323,0.65882,0.57576,0.76271,0.89474,0.78462,0.88235
MMP9_PIGR,KPYM_TIMP2,0.90068,0.19192,0.96610,0.45614,0.92857,0.64773,0.20202,0.94915,0.49123,0.90323,0.65882,0.57576,0.76271,0.89474,0.78462,0.88235
TIMP2_KPYM,PIGR_MMP9,0.90068,0.19192,0.96610,0.45614,0.92857,0.64773,0.20202,0.94915,0.49123,0.90323,0.65882,0.57576,0.76271,0.89474,0.78462,0.88235
TIMP2_PERM,KPYM_NGAL,0.90068,0.12121,0.96610,0.36842,0.91304,0.61290,0.17172,0.94915,0.49123,0.90323,0.65882,0.46465,0.84746,0.84211,0.84211,0.84746
TIMP2_PERM,NGAL_KPYM,0.90068,0.12121,0.96610,0.36842,0.91304,0.61290,0.17172,0.94915,0.49123,0.90323,0.65882,0.46465,0.84746,0.84211,0.84211,0.84746
KPYM_TIMP2,PIGR_MMP9,0.90068,0.19192,0.96610,0.45614,0.92857,0.64773,0.20202,0.94915,0.49123,0.90323,0.65882,0.57576,0.76271,0.89474,0.78462,0.88235
KPYM_NGAL,PERM_TIMP2,0.90068,0.12121,0.96610,0.36842,0.91304,0.61290,0.17172,0.94915,0.49123,0.90323,0.65882,0.46465,0.84746,0.84211,0.84211,0.84746
PERM_TIMP2,NGAL_KPYM,0.90068,0.12121,0.96610,0.36842,0.91304,0.61290,0.17172,0.94915,0.49123,0.90323,0.65882,0.46465,0.84746,0.84211,0.84211,0.84746
